0.0,0.0,0.0,0.0
0.0,284.0,0.0,284.0
0.0,568.0,0.0,568.0
96.0,216.0,104.0,207.0
104.0,94.0,115.0,92.0
116.0,177.0,158.0,113.0
149.0,460.0,159.0,411.0
209.0,327.0,259.0,339.0
215.0,49.0,281.0,72.0
250.0,0.0,250.0,0.0
250.0,568.0,250.0,568.0
282.0,379.0,311.0,484.0
368.0,130.0,373.0,156.0
437.0,125.0,460.0,175.0
500.0,0.0,500.0,0.0
500.0,284.0,500.0,284.0
500.0,568.0,500.0,568.0
